,scenario_0,scenario_1,equality
819,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
820,Autopilot disengagement error results in improper descent path. [H-6],Early termination of brake command resulting in extended runway use. [H-4.1],False
821,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]","Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
822,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],GPS failure results in UAV deviating from mission path. [H-4],False
823,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
824,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
825,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
826,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Actuator delay results in insufficient braking force during landing. [H-4.1],True
827,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],False
828,Ground radar failure results in aircraft collision with ground object. [H-4],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
829,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Tire burst during landing roll causes deviation from runway. [H-3],False
830,Nuclear plant valve malfunction results in unchecked material release. [H-8],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],False
831,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Brake command transmission delay due to network congestion causes late brake application. [H-4.1],False
832,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
833,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]","Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",False
834,Nuclear plant valve malfunction results in unchecked material release. [H-8],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
835,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
836,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
837,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Autopilot disengagement error results in improper descent path. [H-6],False
838,Actuator delay results in insufficient braking force during landing. [H-4.1],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
839,Hydraulic leak prevents adequate brake pressure application. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
840,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],UAV’s data link failure leads to incomplete surveillance mission. [H-7],False
841,Autopilot disengagement error results in improper descent path. [H-6],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],True
842,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",True
843,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Early termination of brake command resulting in extended runway use. [H-4.1],False
844,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
845,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Autopilot disengagement error results in improper descent path. [H-6],False
846,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],False
847,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",GPS failure results in UAV deviating from mission path. [H-4],False
848,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Brake system power-off too early interrupting necessary deceleration. [H-4.1],True
849,Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
850,Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
851,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],True
852,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
853,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
854,Nuclear plant valve malfunction results in unchecked material release. [H-8],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
855,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Tire burst during landing roll causes deviation from runway. [H-3],False
856,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Hydraulic failure leads to asymmetric brake application. [H-4.2],False
857,Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],Tire burst during landing roll causes deviation from runway. [H-3],False
858,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],True
859,Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],Weather-induced loss of control disrupts mission timeline. [H-4],False
860,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
861,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],True
862,Early termination of brake command resulting in extended runway use. [H-4.1],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],True
863,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
864,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",False
